Minute,Protocol,Duration,sPackets,rPackets,Type
2,IPV4-TCP,0.4406,16,18,BAD-SSH
2,IPV4-TCP,0.048246,6,7,BAD-SSH
2,IPV4-TCP,0.403691,40,26,BAD-SSH
2,IPV4-TCP,0.499983,16,34,BAD-SSH
2,IPV4-TCP,0.005186,10,20,BAD-SSH
2,IPV4-TCP,0.001901,3,3,BAD-SSH
2,IPV4-TCP,0.478236,40,30,BAD-SSH
2,IPV4-TCP,0.499779,18,32,BAD-SSH
2,IPV4-TCP,0.499771,10,22,BAD-SSH
2,ARP,0.000006,3,0,BAD-SSH
2,IPV4-TCP,0.479457,42,30,BAD-SSH
2,IPV4-TCP,0.499619,3,4,BAD-SSH
2,IPV4-TCP,0.4999,16,32,BAD-SSH
2,IPV4-TCP,0.499487,10,20,BAD-SSH
2,IPV4-TCP,0.479239,10,11,BAD-SSH
2,IPV4-TCP,0.49981,16,34,BAD-SSH
2,IPV4-TCP,0.499329,10,20,BAD-SSH
2,IPV4-TCP,0.478512,42,30,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.49999,16,34,BAD-SSH
2,IPV4-TCP,0.496588,17,18,BAD-SSH
2,IPV4-TCP,0.499991,12,22,BAD-SSH
2,IPV4-TCP,0.479099,40,30,BAD-SSH
2,IPV4-TCP,0.499531,16,32,BAD-SSH
2,IPV4-TCP,0.499789,10,16,BAD-SSH
2,IPV4-TCP,0.170552,8,8,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.478895,42,30,BAD-SSH
2,IPV4-TCP,0.499878,18,32,BAD-SSH
2,IPV4-TCP,0.499868,10,24,BAD-SSH
2,IPV4-TCP,0.479244,42,30,BAD-SSH
2,IPV4-TCP,0.006568,12,26,BAD-SSH
2,IPV4-TCP,0.220012,6,6,BAD-SSH
2,IPV4-TCP,0.003114,8,14,BAD-SSH
2,IPV4-TCP,0.478331,42,30,BAD-SSH
2,IPV4-TCP,0.475732,32,62,BAD-SSH
2,IPV4-TCP,0.469377,20,38,BAD-SSH
2,IPV4-TCP,0.37845,10,11,BAD-SSH
2,IPV4-TCP,0.456773,16,34,BAD-SSH
2,IPV4-TCP,0.478682,42,30,BAD-SSH
2,IPV4-TCP,0.396219,12,13,BAD-SSH
2,IPV4-TCP,0.005054,10,20,BAD-SSH
2,IPV4-TCP,0.478486,38,30,BAD-SSH
2,IPV4-TCP,0.486979,13,15,BAD-SSH
2,IPV4-TCP,0.05139,16,32,BAD-SSH
2,IPV4-TCP,0.499925,12,20,BAD-SSH
2,IPV4-TCP,0.481101,32,24,BAD-SSH
2,IPV4-TCP,0.001822,3,3,BAD-SSH
2,IPV4-TCP,0.499946,16,34,BAD-SSH
2,IPV4-TCP,0.499963,8,20,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.404694,40,26,BAD-SSH
2,IPV4-TCP,0.499733,18,32,BAD-SSH
2,IPV4-TCP,0.499557,10,20,BAD-SSH
2,IPV4-TCP,0.001912,3,3,BAD-SSH
2,IPV4-TCP,0.478362,38,30,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.499952,16,32,BAD-SSH
2,IPV4-TCP,0.499849,12,20,BAD-SSH
2,IPV4-TCP,0.098563,5,5,BAD-SSH
2,IPV4-TCP,0.481629,32,24,BAD-SSH
2,IPV4-TCP,0.499878,16,26,BAD-SSH
2,IPV4-TCP,0.499399,8,20,BAD-SSH
2,IPV4-TCP,0.453049,21,24,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.403535,40,26,BAD-SSH
2,IPV4-TCP,0.499776,16,32,BAD-SSH
2,IPV4-TCP,0.499969,12,18,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.479346,42,30,BAD-SSH
2,IPV4-TCP,0.431503,12,13,BAD-SSH
2,IPV4-TCP,0.49996,16,22,BAD-SSH
2,IPV4-TCP,0.499954,8,18,BAD-SSH
2,ARP,0.000002,3,0,BAD-SSH
2,IPV4-TCP,0.479212,42,30,BAD-SSH
2,IPV4-TCP,0.002179,3,3,BAD-SSH
2,IPV4-TCP,0.008084,14,30,BAD-SSH
2,IPV4-TCP,0.00463,10,18,BAD-SSH
2,IPV4-TCP,0.010134,16,32,BAD-SSH
2,IPV4-TCP,0.005957,10,20,BAD-SSH
2,IPV4-TCP,0.478786,40,30,BAD-SSH
2,IPV4-TCP,0.477844,32,54,BAD-SSH
2,IPV4-TCP,0.47425,20,40,BAD-SSH
2,IPV4-TCP,0.478435,42,30,BAD-SSH
2,IPV4-TCP,0.470976,9,10,BAD-SSH
2,IPV4-TCP,0.457324,16,34,BAD-SSH
2,IPV4-TCP,0.479225,42,30,BAD-SSH
2,IPV4-TCP,0.394068,17,20,BAD-SSH
2,IPV4-2,0.002332,4,0,BAD-SSH
2,IPV4-TCP,0.04653,10,18,BAD-SSH
2,IPV4-TCP,0.478516,42,30,BAD-SSH
2,IPV4-TCP,0.499926,16,34,BAD-SSH
2,IPV4-TCP,0.499811,10,22,BAD-SSH
2,IPV4-TCP,0.479221,42,30,BAD-SSH
2,IPV4-TCP,0.49942,16,32,BAD-SSH
2,IPV4-TCP,0.004162,10,18,BAD-SSH
2,IPV4-TCP,0.499978,18,34,BAD-SSH
2,IPV4-TCP,0.499293,10,22,BAD-SSH
2,IPV4-TCP,0.478602,42,30,BAD-SSH
2,IPV4-TCP,0.289067,4,4,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.499847,16,32,BAD-SSH
2,IPV4-TCP,0.499878,10,18,BAD-SSH
2,IPV4-TCP,0.479296,42,30,BAD-SSH
2,IPV4-TCP,0.49996,18,21,BAD-SSH
2,IPV4-TCP,0.499887,16,34,BAD-SSH
2,IPV4-TCP,0.499224,10,20,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.478694,42,30,BAD-SSH
2,IPV4-TCP,0.038509,4,4,BAD-SSH
2,ARP,0.000004,3,0,BAD-SSH
2,IPV4-TCP,0.499511,16,32,BAD-SSH
2,IPV4-TCP,0.499862,12,24,BAD-SSH
2,IPV4-TCP,0.479036,40,30,BAD-SSH
2,IPV4-TCP,0.499481,16,24,BAD-SSH
2,IPV4-TCP,0.499905,10,18,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.478365,42,30,BAD-SSH
2,IPV4-TCP,0.006872,14,26,BAD-SSH
2,IPV4-TCP,0.003806,8,16,BAD-SSH
2,ARP,0.000083,1,1,BAD-SSH
2,IPV4-TCP,0.051248,16,24,BAD-SSH
2,IPV4-TCP,0.048196,10,20,BAD-SSH
2,IPV4-TCP,0.478076,42,30,BAD-SSH
2,LLDP,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.475832,32,54,BAD-SSH
2,IPV4-TCP,0.469745,20,40,BAD-SSH
3,IPV4-TCP,0.47906,38,30,BAD-SSH
3,IPV4-TCP,0.495773,7,9,BAD-SSH
3,IPV4-TCP,0.457819,16,34,BAD-SSH
3,IPV4-TCP,0.480877,32,24,BAD-SSH
3,IPV4-TCP,0.49016,19,19,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.004924,10,20,BAD-SSH
3,IPV4-TCP,0.404026,40,26,BAD-SSH
3,LLDP,0.00128,4,0,BAD-SSH
3,IPV4-TCP,0.499958,16,26,BAD-SSH
3,IPV4-TCP,0.004695,10,20,BAD-SSH
3,IPV4-TCP,0.478971,40,30,BAD-SSH
3,IPV4-TCP,0.499477,16,32,BAD-SSH
3,IPV4-TCP,0.499997,10,22,BAD-SSH
3,IPV4-TCP,0.479649,42,30,BAD-SSH
3,IPV4-TCP,0.499915,16,32,BAD-SSH
3,IPV4-TCP,0.04528,10,14,BAD-SSH
3,IPV4-TCP,0.478761,38,30,BAD-SSH
3,IPV4-TCP,0.499715,18,24,BAD-SSH
3,IPV4-TCP,0.499995,12,24,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,LLDP,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.480298,32,24,BAD-SSH
3,IPV4-TCP,0.499957,16,34,BAD-SSH
3,IPV4-TCP,0.455863,9,10,BAD-SSH
3,IPV4-TCP,0.49993,10,22,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.5,18,32,BAD-SSH
3,IPV4-TCP,0.499888,12,20,BAD-SSH
3,IPV4-TCP,0.40371,40,26,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.389777,17,20,BAD-SSH
3,IPV4-TCP,0.499927,16,28,BAD-SSH
3,IPV4-TCP,0.499673,10,20,BAD-SSH
3,IPV4-TCP,0.478347,42,30,BAD-SSH
3,IPV4-TCP,0.005457,12,22,BAD-SSH
3,IPV4-TCP,0.00242,6,10,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.478956,42,30,BAD-SSH
3,IPV4-TCP,0.476342,32,54,BAD-SSH
3,IPV4-TCP,0.470024,20,40,BAD-SSH
3,IPV4-TCP,0.478561,42,30,BAD-SSH
3,IPV4-TCP,0.450152,9,10,BAD-SSH
3,IPV4-TCP,0.479069,40,30,BAD-SSH
3,IPV4-TCP,0.499983,16,34,BAD-SSH
3,IPV4-TCP,0.499904,12,18,BAD-SSH
3,IPV4-2,0.00235,4,0,BAD-SSH
3,IPV4-TCP,0.315503,17,18,BAD-SSH
3,IPV4-TCP,0.478872,42,30,BAD-SSH
3,IPV4-TCP,0.499613,16,24,BAD-SSH
3,IPV4-TCP,0.004052,8,18,BAD-SSH
3,IPV4-TCP,0.499731,18,32,BAD-SSH
3,IPV4-TCP,0.499932,12,24,BAD-SSH
3,IPV4-TCP,0.478625,42,30,BAD-SSH
3,IPV4-TCP,0.499854,16,24,BAD-SSH
3,IPV4-TCP,0.499862,10,16,BAD-SSH
3,IPV4-TCP,0.480874,40,30,BAD-SSH
3,IPV4-TCP,0.499845,16,34,BAD-SSH
3,IPV4-TCP,0.49979,10,20,BAD-SSH
3,IPV4-TCP,0.479547,42,30,BAD-SSH
3,IPV4-TCP,0.49981,7,7,BAD-SSH
3,IPV4-TCP,0.499843,16,32,BAD-SSH
3,IPV4-TCP,0.499999,10,22,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.479562,40,30,BAD-SSH
3,IPV4-TCP,0.491323,18,22,BAD-SSH
3,IPV4-TCP,0.499819,16,26,BAD-SSH
3,IPV4-TCP,0.499745,10,14,BAD-SSH
3,IPV4-TCP,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.478734,38,30,BAD-SSH
3,IPV4-TCP,0.499715,16,32,BAD-SSH
3,IPV4-TCP,0.499718,10,22,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.481298,32,24,BAD-SSH
3,IPV4-TCP,0.048655,14,18,BAD-SSH
3,IPV4-TCP,0.003689,8,16,BAD-SSH
3,IPV4-TCP,0.00981,16,32,BAD-SSH
3,IPV4-TCP,0.048518,10,14,BAD-SSH
3,IPV4-TCP,0.403667,40,26,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.47589,32,60,BAD-SSH
3,IPV4-TCP,0.469625,20,40,BAD-SSH
3,IPV4-TCP,0.478868,40,30,BAD-SSH
3,IPV4-TCP,0.163516,4,4,BAD-SSH
3,IPV4-TCP,0.478612,38,30,BAD-SSH
3,IPV4-TCP,0.496165,20,23,BAD-SSH
3,IPV4-TCP,0.050735,16,24,BAD-SSH
3,IPV4-TCP,0.499671,10,22,BAD-SSH
3,IPV4-TCP,0.481201,32,24,BAD-SSH
3,IPV4-TCP,0.039146,2,1,BAD-SSH
3,IPV4-TCP,0.499891,16,34,BAD-SSH
3,IPV4-TCP,0.499822,10,20,BAD-SSH
3,IPV4-TCP,0.403461,40,26,BAD-SSH
3,IPV4-TCP,0.499918,18,32,BAD-SSH
3,IPV4-TCP,0.499916,12,18,BAD-SSH
3,IPV4-TCP,0.478478,42,30,BAD-SSH
3,IPV4-TCP,0.499696,16,24,BAD-SSH
3,IPV4-TCP,0.499985,10,18,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.478101,40,30,BAD-SSH
3,IPV4-TCP,0.499553,16,32,BAD-SSH
3,IPV4-TCP,0.499334,8,20,BAD-SSH
3,IPV4-TCP,0.481238,32,24,BAD-SSH
3,IPV4-TCP,0.499756,16,30,BAD-SSH
3,IPV4-TCP,0.474693,14,17,BAD-SSH
3,IPV4-TCP,0.49985,12,14,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.403358,40,26,BAD-SSH
3,IPV4-TCP,0.499824,16,34,BAD-SSH
3,IPV4-TCP,0.371067,6,6,BAD-SSH
3,IPV4-TCP,0.499841,10,22,BAD-SSH
3,IPV4-TCP,0.478707,42,30,BAD-SSH
3,IPV4-TCP,0.499851,16,32,BAD-SSH
3,IPV4-TCP,0.499838,10,20,BAD-SSH
3,IPV4-TCP,0.054783,6,7,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.048984,14,26,BAD-SSH
3,IPV4-TCP,0.003968,8,16,BAD-SSH
3,IPV4-TCP,0.478621,42,30,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.476372,32,60,BAD-SSH
3,IPV4-TCP,0.470348,20,40,BAD-SSH
3,IPV4-TCP,0.479058,42,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.458382,16,34,BAD-SSH
3,IPV4-TCP,0.472126,13,15,BAD-SSH
3,IPV4-TCP,0.478382,42,30,BAD-SSH
3,IPV4-TCP,0.005163,10,20,BAD-SSH
3,IPV4-TCP,0.473554,5,7,BAD-SSH
3,IPV4-TCP,0.479258,38,30,BAD-SSH
3,IPV4-TCP,0.499968,16,32,BAD-SSH
3,IPV4-TCP,0.045322,10,16,BAD-SSH
3,IPV4-TCP,0.259943,8,7,BAD-SSH
3,IPV4-TCP,0.480808,32,24,BAD-SSH
3,IPV4-2,0.002326,4,0,BAD-SSH
3,IPV4-TCP,0.499448,16,32,BAD-SSH
3,IPV4-TCP,0.499999,10,22,BAD-SSH
3,IPV4-TCP,0.403066,40,26,BAD-SSH
3,IPV4-TCP,0.499966,18,32,BAD-SSH
3,IPV4-TCP,0.499183,10,20,BAD-SSH
3,IPV4-TCP,0.478485,42,30,BAD-SSH
3,IPV4-TCP,0.499826,16,30,BAD-SSH
3,IPV4-TCP,0.499906,12,20,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.454793,4,4,BAD-SSH
3,IPV4-TCP,0.499743,16,34,BAD-SSH
3,IPV4-TCP,0.49994,10,24,BAD-SSH
3,IPV4-TCP,0.4793,42,30,BAD-SSH
3,IPV4-TCP,0.499772,16,28,BAD-SSH
3,IPV4-TCP,0.49985,10,18,BAD-SSH
3,IPV4-TCP,0.471407,16,19,BAD-SSH
3,IPV4-TCP,0.47778,40,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.499842,16,36,BAD-SSH
3,IPV4-TCP,0.499929,12,22,BAD-SSH
3,IPV4-TCP,0.480774,32,24,BAD-SSH
3,IPV4-TCP,0.050609,6,6,BAD-SSH
3,IPV4-TCP,0.048646,14,24,BAD-SSH
3,IPV4-TCP,0.043489,6,10,BAD-SSH
3,IPV4-TCP,0.404343,40,26,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.476443,32,64,BAD-SSH
3,IPV4-TCP,0.470357,20,40,BAD-SSH
3,IPV4-TCP,0.478603,42,30,BAD-SSH
3,IPV4-UDP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.478676,42,30,BAD-SSH
3,IPV4-TCP,0.422767,9,10,BAD-SSH
3,IPV4-TCP,0.499913,16,32,BAD-SSH
3,IPV4-TCP,0.045518,10,16,BAD-SSH
3,ARP,0.000006,3,0,BAD-SSH
3,IPV4-TCP,0.354898,17,20,BAD-SSH
3,IPV4-TCP,0.478405,42,30,BAD-SSH
3,IPV4-TCP,0.499517,16,32,BAD-SSH
3,IPV4-TCP,0.005207,10,20,BAD-SSH
3,IPV4-TCP,0.499341,16,30,BAD-SSH
3,IPV4-TCP,0.499985,10,22,BAD-SSH
3,IPV4-TCP,0.478702,42,30,BAD-SSH
3,IPV4-TCP,0.499388,16,32,BAD-SSH
3,IPV4-TCP,0.4998,12,20,BAD-SSH
3,IPV4-TCP,0.480242,40,30,BAD-SSH
3,IPV4-TCP,0.49982,18,22,BAD-SSH
3,IPV4-TCP,0.499308,8,20,BAD-SSH
3,IPV4-TCP,0.478566,42,30,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.499784,16,32,BAD-SSH
3,IPV4-TCP,0.499916,12,14,BAD-SSH
3,IPV4-TCP,0.300875,4,4,BAD-SSH
3,IPV4-TCP,0.479123,42,30,BAD-SSH
3,IPV4-TCP,0.499657,16,24,BAD-SSH
3,IPV4-TCP,0.499808,10,24,BAD-SSH
3,IPV4-TCP,0.499817,21,23,BAD-SSH
3,IPV4-TCP,0.478353,38,30,BAD-SSH
3,IPV4-TCP,0.499851,16,32,BAD-SSH
3,IPV4-TCP,0.499575,10,20,BAD-SSH
3,IPV4-TCP,0.035002,1,2,BAD-SSH
3,IPV4-TCP,0.481011,32,24,BAD-SSH
3,IPV4-TCP,0.048654,14,26,BAD-SSH
3,IPV4-TCP,0.043775,8,10,BAD-SSH
3,ARP,0.000006,3,0,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.476016,32,60,BAD-SSH
3,IPV4-TCP,0.469573,20,40,BAD-SSH
3,IPV4-TCP,0.445821,40,26,BAD-SSH
3,IPV4-TCP,0.458757,16,34,BAD-SSH
3,IPV4-TCP,0.478433,42,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.004998,10,20,BAD-SSH
3,IPV4-TCP,0.491414,14,16,BAD-SSH
3,IPV4-TCP,0.479385,40,30,BAD-SSH
3,IPV4-TCP,0.499982,16,24,BAD-SSH
3,IPV4-TCP,0.004678,10,20,BAD-SSH
3,ARP,0.000006,3,0,BAD-SSH
3,IPV4-TCP,0.479253,42,30,BAD-SSH
3,IPV4-TCP,0.124735,12,13,BAD-SSH
3,LLDP,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.49939,16,32,BAD-SSH
3,IPV4-TCP,0.499988,10,22,BAD-SSH
3,IPV4-TCP,0.478632,40,30,BAD-SSH
3,IPV4-TCP,0.499846,18,32,BAD-SSH
3,IPV4-TCP,0.499933,12,16,BAD-SSH
3,IPV4-2,0.002307,4,0,BAD-SSH
3,IPV4-TCP,0.478898,42,30,BAD-SSH
3,IPV4-TCP,0.499999,16,22,BAD-SSH
3,IPV4-TCP,0.499703,10,18,BAD-SSH
3,LLDP,0.001787,4,0,BAD-SSH
3,IPV4-TCP,0.49961,16,34,BAD-SSH
3,IPV4-TCP,0.499921,12,24,BAD-SSH
3,IPV4-TCP,0.478676,42,30,BAD-SSH
3,IPV4-TCP,0.499854,16,30,BAD-SSH
3,IPV4-TCP,0.499977,8,16,BAD-SSH
3,IPV4-TCP,0.478012,40,30,BAD-SSH
3,IPV4-TCP,0.056587,4,4,BAD-SSH
3,IPV4-TCP,0.499828,16,34,BAD-SSH
3,IPV4-TCP,0.499743,12,20,BAD-SSH
3,IPV4-TCP,0.481192,32,24,BAD-SSH
3,IPV4-TCP,0.319283,16,19,BAD-SSH
3,IPV4-TCP,0.048041,14,24,BAD-SSH
3,IPV4-TCP,0.003113,6,14,BAD-SSH
3,LLDP,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.445145,38,26,BAD-SSH
3,IPV4-TCP,0.0468,6,7,BAD-SSH
3,IPV4-TCP,0.476137,32,52,BAD-SSH
3,IPV4-TCP,0.470467,20,36,BAD-SSH
3,IPV4-TCP,0.478823,42,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.459174,16,34,BAD-SSH
3,IPV4-TCP,0.477727,42,30,BAD-SSH
3,IPV4-TCP,0.499871,10,22,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.002889,2,2,BAD-SSH
3,IPV4-TCP,0.478942,42,30,BAD-SSH
3,IPV4-TCP,0.008925,16,32,BAD-SSH
3,IPV4-TCP,0.499818,12,14,BAD-SSH
3,IPV4-TCP,0.499919,16,24,BAD-SSH
3,IPV4-TCP,0.499735,10,22,BAD-SSH
3,IPV4-TCP,0.499858,8,10,BAD-SSH
3,IPV4-TCP,0.477731,40,30,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.499311,16,32,BAD-SSH
3,IPV4-TCP,0.499912,10,20,BAD-SSH
3,IPV4-TCP,0.043074,5,5,BAD-SSH
3,IPV4-TCP,0.481165,32,24,BAD-SSH
3,IPV4-UDP,0.000003,3,0,BAD-SSH
3,IPV4-TCP,0.499972,18,22,BAD-SSH
3,IPV4-TCP,0.499719,10,12,BAD-SSH
3,IPV4-TCP,0.403027,40,26,BAD-SSH
3,IPV4-TCP,0.499775,16,32,BAD-SSH
3,IPV4-TCP,0.499822,10,24,BAD-SSH
3,IPV4-TCP,0.47858,40,30,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.499698,16,32,BAD-SSH
3,IPV4-TCP,0.499664,10,20,BAD-SSH
3,IPV4-TCP,0.478217,42,30,BAD-SSH
3,IPV4-TCP,0.499641,16,22,BAD-SSH
3,IPV4-TCP,0.499525,10,14,BAD-SSH
3,IPV4-UDP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.002872,2,2,BAD-SSH
3,IPV4-TCP,0.478071,40,30,BAD-SSH
3,IPV4-TCP,0.007862,14,30,BAD-SSH
3,IPV4-TCP,0.003254,8,14,BAD-SSH
3,IPV4-TCP,0.481128,32,24,BAD-SSH
3,IPV4-TCP,0.295438,11,13,BAD-SSH
3,IPV4-TCP,0.476371,32,52,BAD-SSH
3,IPV4-TCP,0.469834,20,40,BAD-SSH
3,IPV4-TCP,0.403865,40,26,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.478479,42,30,BAD-SSH
3,IPV4-TCP,0.049594,16,22,BAD-SSH
3,IPV4-TCP,0.499981,10,16,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-UDP,0.000003,3,0,BAD-SSH
3,IPV4-TCP,0.499888,16,34,BAD-SSH
3,IPV4-TCP,0.499905,12,20,BAD-SSH
3,IPV4-TCP,0.478464,42,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.499408,16,22,BAD-SSH
3,IPV4-TCP,0.499864,10,20,BAD-SSH
3,IPV4-TCP,0.002935,2,2,BAD-SSH
3,IPV4-TCP,0.478949,42,30,BAD-SSH
3,IPV4-TCP,0.499772,18,32,BAD-SSH
3,IPV4-TCP,0.499581,10,18,BAD-SSH
3,IPV4-TCP,0.304541,11,13,BAD-SSH
3,IPV4-TCP,0.478656,42,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.49993,16,30,BAD-SSH
3,IPV4-TCP,0.499739,10,18,BAD-SSH
3,IPV4-TCP,0.478829,42,30,BAD-SSH
3,IPV4-TCP,0.499865,16,34,BAD-SSH
3,IPV4-TCP,0.499708,10,22,BAD-SSH
3,IPV4-2,0.002292,4,0,BAD-SSH
3,IPV4-TCP,0.477774,40,30,BAD-SSH
3,IPV4-TCP,0.499709,16,22,BAD-SSH
3,IPV4-TCP,0.499752,10,18,BAD-SSH
3,IPV4-TCP,0.481256,32,24,BAD-SSH
3,IPV4-TCP,0.499617,16,34,BAD-SSH
3,IPV4-TCP,0.499721,12,16,BAD-SSH
3,IPV4-TCP,0.047855,14,16,BAD-SSH
3,IPV4-TCP,0.00321,6,14,BAD-SSH
3,IPV4-TCP,0.40327,40,26,BAD-SSH
3,IPV4-TCP,0.497761,12,15,BAD-SSH
3,IPV4-TCP,0.476197,32,58,BAD-SSH
3,IPV4-TCP,0.469919,20,40,BAD-SSH
3,IPV4-TCP,0.478077,42,30,BAD-SSH
3,IPV4-TCP,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.459792,16,34,BAD-SSH
3,IPV4-TCP,0.478439,42,30,BAD-SSH
3,IPV4-TCP,0.499967,12,24,BAD-SSH
3,IPV4-TCP,0.478845,42,30,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.008428,16,32,BAD-SSH
3,IPV4-TCP,0.499892,10,18,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,ARP,0.000002,1,1,BAD-SSH
3,IPV4-TCP,0.476935,40,30,BAD-SSH
3,IPV4-TCP,0.499921,16,30,BAD-SSH
3,IPV4-TCP,0.499639,10,24,BAD-SSH
3,IPV4-TCP,0.003173,2,2,BAD-SSH
3,IPV4-TCP,0.481452,32,24,BAD-SSH
3,IPV4-TCP,0.499513,16,32,BAD-SSH
3,IPV4-TCP,0.499819,10,12,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.298194,11,12,BAD-SSH
3,IPV4-TCP,0.445679,40,26,BAD-SSH
3,IPV4-TCP,0.499733,18,32,BAD-SSH
3,IPV4-TCP,0.49976,10,22,BAD-SSH
3,IPV4-TCP,0.478635,42,30,BAD-SSH
3,IPV4-TCP,0.499911,16,22,BAD-SSH
3,IPV4-TCP,0.499829,10,20,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.499731,16,34,BAD-SSH
3,IPV4-TCP,0.499469,12,20,BAD-SSH
3,IPV4-TCP,0.478588,40,30,BAD-SSH
3,IPV4-TCP,0.499926,16,32,BAD-SSH
3,IPV4-TCP,0.499859,10,16,BAD-SSH
3,IPV4-TCP,0.478111,42,30,BAD-SSH
3,IPV4-TCP,0.047816,14,24,BAD-SSH
3,IPV4-TCP,0.002834,6,12,BAD-SSH
3,IPV4-TCP,0.361315,7,8,BAD-SSH
3,IPV4-TCP,0.478364,42,30,BAD-SSH
3,IPV4-TCP,0.476467,32,64,BAD-SSH
3,IPV4-TCP,0.469937,20,40,BAD-SSH
3,IPV4-TCP,0.051581,6,7,BAD-SSH
3,IPV4-TCP,0.47796,42,30,BAD-SSH
3,IPV4-TCP,0.479055,40,30,BAD-SSH
3,IPV4-TCP,0.009011,16,32,BAD-SSH
3,IPV4-TCP,0.499936,10,22,BAD-SSH
3,IPV4-TCP,0.499969,16,22,BAD-SSH
3,IPV4-TCP,0.499638,10,20,BAD-SSH
3,IPV4-2,0.000001,1,0,BAD-SSH
3,IPV4-TCP,0.478901,42,30,BAD-SSH
3,IPV4-TCP,0.499407,16,32,BAD-SSH
3,IPV4-TCP,0.499905,12,20,BAD-SSH
3,IPV4-TCP,0.477456,40,30,BAD-SSH
3,ARP,0.000005,3,0,BAD-SSH
3,IPV4-TCP,0.36945,13,14,BAD-SSH
3,IPV4-TCP,0.499904,18,32,BAD-SSH
3,IPV4-TCP,0.499815,10,24,BAD-SSH
